date,sku_id,product_name,category,price,units_sold,revenue,cost,inventory_on_hand
2025-02-01,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,985
2025-02-02,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,942
2025-02-03,SKU_1001,Electronics Product 1,Electronics,193.52,50,9676.23,133.56,892
2025-02-04,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,870
2025-02-05,SKU_1001,Electronics Product 1,Electronics,178.66,11,1965.31,133.56,859
2025-02-06,SKU_1001,Electronics Product 1,Electronics,207.28,33,6840.33,133.56,826
2025-02-07,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,798
2025-02-08,SKU_1001,Electronics Product 1,Electronics,193.52,38,7353.94,133.56,760
2025-02-09,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,748
2025-02-10,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,711
2025-02-11,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,700
2025-02-12,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,657
2025-02-13,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,627
2025-02-14,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,579
2025-02-15,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,557
2025-02-16,SKU_1001,Electronics Product 1,Electronics,178.07,15,2671.09,133.56,542
2025-02-17,SKU_1001,Electronics Product 1,Electronics,186.52,44,8206.8,133.56,498
2025-02-18,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,459
2025-02-19,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,417
2025-02-20,SKU_1001,Electronics Product 1,Electronics,193.52,18,3483.44,133.56,399
2025-02-21,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,372
2025-02-22,SKU_1001,Electronics Product 1,Electronics,193.52,54,10450.33,133.56,318
2025-02-23,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,284
2025-02-24,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,242
2025-02-25,SKU_1001,Electronics Product 1,Electronics,209.21,12,2510.58,133.56,230
2025-02-26,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,1048
2025-02-27,SKU_1001,Electronics Product 1,Electronics,177.72,38,6753.42,133.56,1010
2025-02-28,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,988
2025-03-01,SKU_1001,Electronics Product 1,Electronics,193.52,49,9482.71,133.56,939
2025-03-02,SKU_1001,Electronics Product 1,Electronics,193.52,57,11030.91,133.56,882
2025-03-03,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,854
2025-03-04,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,821
2025-03-05,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,798
2025-03-06,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,766
2025-03-07,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,745
2025-03-08,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,716
2025-03-09,SKU_1001,Electronics Product 1,Electronics,193.52,49,9482.71,133.56,667
2025-03-10,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,630
2025-03-11,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,602
2025-03-12,SKU_1001,Electronics Product 1,Electronics,193.52,45,8708.61,133.56,557
2025-03-13,SKU_1001,Electronics Product 1,Electronics,209.96,43,9028.3,133.56,514
2025-03-14,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,478
2025-03-15,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,431
2025-03-16,SKU_1001,Electronics Product 1,Electronics,193.52,51,9869.76,133.56,380
2025-03-17,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,358
2025-03-18,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,341
2025-03-19,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,332
2025-03-20,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,309
2025-03-21,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,295
2025-03-22,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,259
2025-03-23,SKU_1001,Electronics Product 1,Electronics,208.1,38,7907.93,133.56,221
2025-03-24,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,933
2025-03-25,SKU_1001,Electronics Product 1,Electronics,193.52,46,8902.13,133.56,887
2025-03-26,SKU_1001,Electronics Product 1,Electronics,193.52,25,4838.12,133.56,862
2025-03-27,SKU_1001,Electronics Product 1,Electronics,207.64,37,7682.72,133.56,825
2025-03-28,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,773
2025-03-29,SKU_1001,Electronics Product 1,Electronics,193.52,57,11030.91,133.56,716
2025-03-30,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,683
2025-03-31,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,648
2025-04-01,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,605
2025-04-02,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,573
2025-04-03,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,546
2025-04-04,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,525
2025-04-05,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,510
2025-04-06,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,478
2025-04-07,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,452
2025-04-08,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,436
2025-04-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,407
2025-04-10,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,381
2025-04-11,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,346
2025-04-12,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,327
2025-04-13,SKU_1001,Electronics Product 1,Electronics,193.52,18,3483.44,133.56,309
2025-04-14,SKU_1001,Electronics Product 1,Electronics,193.52,46,8902.13,133.56,263
2025-04-15,SKU_1001,Electronics Product 1,Electronics,193.52,10,1935.25,133.56,253
2025-04-16,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,242
2025-04-17,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,215
2025-04-18,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,752
2025-04-19,SKU_1001,Electronics Product 1,Electronics,192.79,46,8868.57,133.56,706
2025-04-20,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,693
2025-04-21,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,680
2025-04-22,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,649
2025-04-23,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,635
2025-04-24,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,623
2025-04-25,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,601
2025-04-26,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,579
2025-04-27,SKU_1001,Electronics Product 1,Electronics,193.52,56,10837.38,133.56,523
2025-04-28,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,502
2025-04-29,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,468
2025-04-30,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,433
2025-05-01,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,410
2025-05-02,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,379
2025-05-03,SKU_1001,Electronics Product 1,Electronics,193.52,61,11805.0,133.56,318
2025-05-04,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,305
2025-05-05,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,292
2025-05-06,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,249
2025-05-07,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,216
2025-05-08,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,991
2025-05-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,962
2025-05-10,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,935
2025-05-11,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,909
2025-05-12,SKU_1001,Electronics Product 1,Electronics,187.2,12,2246.41,133.56,897
2025-05-13,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,875
2025-05-14,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,845
2025-05-15,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,821
2025-05-16,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,809
2025-05-17,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,767
2025-05-18,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,744
2025-05-19,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,727
2025-05-20,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,683
2025-05-21,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,662
2025-05-22,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,633
2025-05-23,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,586
2025-05-24,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,545
2025-05-25,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,487
2025-05-26,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,443
2025-05-27,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,430
2025-05-28,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,421
2025-05-29,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,382
2025-05-30,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,366
2025-05-31,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,344
2025-06-01,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,320
2025-06-02,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,279
2025-06-03,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,231
2025-06-04,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,204
2025-06-05,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,1116
2025-06-06,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,1095
2025-06-07,SKU_1001,Electronics Product 1,Electronics,193.52,63,12192.05,133.56,1032
2025-06-08,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,1016
2025-06-09,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,1002
2025-06-10,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,989
2025-06-11,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,947
2025-06-12,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,924
2025-06-13,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,887
2025-06-14,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,835
2025-06-15,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,777
2025-06-16,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,747
2025-06-17,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,714
2025-06-18,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,701
2025-06-19,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,684
2025-06-20,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,654
2025-06-21,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,596
2025-06-22,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,576
2025-06-23,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,552
2025-06-24,SKU_1001,Electronics Product 1,Electronics,193.52,25,4838.12,133.56,527
2025-06-25,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,487
2025-06-26,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,457
2025-06-27,SKU_1001,Electronics Product 1,Electronics,193.52,6,1161.15,133.56,451
2025-06-28,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,436
2025-06-29,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,394
2025-06-30,SKU_1001,Electronics Product 1,Electronics,193.52,51,9869.76,133.56,343
2025-07-01,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,324
2025-07-02,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,276
2025-07-03,SKU_1001,Electronics Product 1,Electronics,193.52,50,9676.23,133.56,226
2025-07-04,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,995
2025-07-05,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,984
2025-07-06,SKU_1001,Electronics Product 1,Electronics,182.22,16,2915.49,133.56,968
2025-07-07,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,925
2025-07-08,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,890
2025-07-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,861
2025-07-10,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,838
2025-07-11,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,812
2025-07-12,SKU_1001,Electronics Product 1,Electronics,184.57,40,7382.85,133.56,772
2025-07-13,SKU_1001,Electronics Product 1,Electronics,193.52,57,11030.91,133.56,715
2025-07-14,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,686
2025-07-15,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,667
2025-07-16,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,632
2025-07-17,SKU_1001,Electronics Product 1,Electronics,179.47,51,9152.99,133.56,581
2025-07-18,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,544
2025-07-19,SKU_1001,Electronics Product 1,Electronics,193.52,62,11998.53,133.56,482
2025-07-20,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,451
2025-07-21,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,412
2025-07-22,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,388
2025-07-23,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,358
2025-07-24,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,322
2025-07-25,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,311
2025-07-26,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,268
2025-07-27,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,239
2025-07-28,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,225
2025-07-29,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,911
2025-07-30,SKU_1001,Electronics Product 1,Electronics,211.63,8,1693.02,133.56,903
2025-07-31,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,856
2025-08-01,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,821
2025-08-02,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,769
2025-08-03,SKU_1001,Electronics Product 1,Electronics,193.52,54,10450.33,133.56,715
2025-08-04,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,667
2025-08-05,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,658
2025-08-06,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,638
2025-08-07,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,621
2025-08-08,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,584
2025-08-09,SKU_1001,Electronics Product 1,Electronics,191.79,43,8246.91,133.56,541
2025-08-10,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,497
2025-08-11,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,457
2025-08-12,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,418
2025-08-13,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,386
2025-08-14,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,358
2025-08-15,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,349
2025-08-16,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,335
2025-08-17,SKU_1001,Electronics Product 1,Electronics,176.21,19,3348.02,133.56,316
2025-08-18,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,297
2025-08-19,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,258
2025-08-20,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,215
2025-08-21,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,1143
2025-08-22,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,1119
2025-08-23,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,1095
2025-08-24,SKU_1001,Electronics Product 1,Electronics,193.52,60,11611.48,133.56,1035
2025-08-25,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,999
2025-08-26,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,979
2025-08-27,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,953
2025-08-28,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,938
2025-08-29,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,919
2025-08-30,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,879
2025-08-31,SKU_1001,Electronics Product 1,Electronics,208.13,25,5203.36,133.56,854
2025-09-01,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,839
2025-09-02,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,811
2025-09-03,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,781
2025-09-04,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,749
2025-09-05,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,715
2025-09-06,SKU_1001,Electronics Product 1,Electronics,193.52,59,11417.95,133.56,656
2025-09-07,SKU_1001,Electronics Product 1,Electronics,193.52,60,11611.48,133.56,596
2025-09-08,SKU_1001,Electronics Product 1,Electronics,193.52,45,8708.61,133.56,551
2025-09-09,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,504
2025-09-10,SKU_1001,Electronics Product 1,Electronics,206.14,16,3298.17,133.56,488
2025-09-11,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,447
2025-09-12,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,417
2025-09-13,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,391
2025-09-14,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,351
2025-09-15,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,319
2025-09-16,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,305
2025-09-17,SKU_1001,Electronics Product 1,Electronics,185.82,41,7618.66,133.56,264
2025-09-18,SKU_1001,Electronics Product 1,Electronics,196.71,22,4327.51,133.56,242
2025-09-19,SKU_1001,Electronics Product 1,Electronics,193.52,49,9482.71,133.56,977
2025-09-20,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,934
2025-09-21,SKU_1001,Electronics Product 1,Electronics,205.97,32,6591.0,133.56,902
2025-09-22,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,881
2025-09-23,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,860
2025-09-24,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,821
2025-09-25,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,774
2025-09-26,SKU_1001,Electronics Product 1,Electronics,202.48,43,8706.47,133.56,731
2025-09-27,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,699
2025-09-28,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,647
2025-09-29,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,616
2025-09-30,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,603
2025-10-01,SKU_1001,Electronics Product 1,Electronics,193.52,8,1548.2,133.56,595
2025-10-02,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,574
2025-10-03,SKU_1001,Electronics Product 1,Electronics,197.33,30,5919.91,133.56,544
2025-10-04,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,504
2025-10-05,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,475
2025-10-06,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,444
2025-10-07,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,405
2025-10-08,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,357
2025-10-09,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,342
2025-10-10,SKU_1001,Electronics Product 1,Electronics,193.52,7,1354.67,133.56,335
2025-10-11,SKU_1001,Electronics Product 1,Electronics,193.52,53,10256.81,133.56,282
2025-10-12,SKU_1001,Electronics Product 1,Electronics,193.52,18,3483.44,133.56,264
2025-10-13,SKU_1001,Electronics Product 1,Electronics,206.08,22,4533.87,133.56,242
2025-10-14,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,1058
2025-10-15,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,1021
2025-10-16,SKU_1001,Electronics Product 1,Electronics,210.41,14,2945.72,133.56,1007
2025-10-17,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,968
2025-10-18,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,938
2025-10-19,SKU_1001,Electronics Product 1,Electronics,193.52,38,7353.94,133.56,900
2025-10-20,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,870
2025-10-21,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,851
2025-10-22,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,827
2025-10-23,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,799
2025-10-24,SKU_1001,Electronics Product 1,Electronics,193.52,38,7353.94,133.56,761
2025-10-25,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,713
2025-10-26,SKU_1001,Electronics Product 1,Electronics,175.36,31,5436.12,133.56,682
2025-10-27,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,643
2025-10-28,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,631
2025-10-29,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,590
2025-10-30,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,546
2025-10-31,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,511
2025-11-01,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,485
2025-11-02,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,463
2025-11-03,SKU_1001,Electronics Product 1,Electronics,193.52,45,8708.61,133.56,418
2025-11-04,SKU_1001,Electronics Product 1,Electronics,193.52,18,3483.44,133.56,400
2025-11-05,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,377
