date,sku_id,product_name,category,price,units_sold,revenue,cost,inventory_on_hand,price_bucket,sku_segment
2025-03-07,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,745,Medium,Tail
2025-03-08,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,716,Medium,Tail
2025-03-09,SKU_1001,Electronics Product 1,Electronics,193.52,49,9482.71,133.56,667,Medium,Tail
2025-03-10,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,630,Medium,Tail
2025-03-11,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,602,Medium,Tail
2025-03-12,SKU_1001,Electronics Product 1,Electronics,193.52,45,8708.61,133.56,557,Medium,Tail
2025-03-13,SKU_1001,Electronics Product 1,Electronics,209.96,43,9028.3,133.56,514,Medium,Tail
2025-03-14,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,478,Medium,Tail
2025-03-15,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,431,Medium,Tail
2025-03-16,SKU_1001,Electronics Product 1,Electronics,193.52,51,9869.76,133.56,380,Medium,Tail
2025-03-17,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,358,Medium,Tail
2025-03-18,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,341,Medium,Tail
2025-03-19,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,332,Medium,Tail
2025-03-20,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,309,Medium,Tail
2025-03-21,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,295,Medium,Tail
2025-03-22,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,259,Medium,Tail
2025-03-23,SKU_1001,Electronics Product 1,Electronics,208.1,38,7907.93,133.56,221,Medium,Tail
2025-03-24,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,933,Medium,Tail
2025-03-25,SKU_1001,Electronics Product 1,Electronics,193.52,46,8902.13,133.56,887,Medium,Tail
2025-03-26,SKU_1001,Electronics Product 1,Electronics,193.52,25,4838.12,133.56,862,Medium,Tail
2025-03-27,SKU_1001,Electronics Product 1,Electronics,207.64,37,7682.72,133.56,825,Medium,Tail
2025-03-28,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,773,Medium,Tail
2025-03-29,SKU_1001,Electronics Product 1,Electronics,193.52,57,11030.91,133.56,716,Medium,Tail
2025-03-30,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,683,Medium,Tail
2025-03-31,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,648,Medium,Tail
2025-04-01,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,605,Medium,Tail
2025-04-02,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,573,Medium,Tail
2025-04-03,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,546,Medium,Tail
2025-04-04,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,525,Medium,Tail
2025-04-05,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,510,Medium,Tail
2025-04-06,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,478,Medium,Tail
2025-04-07,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,452,Medium,Tail
2025-04-08,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,436,Medium,Tail
2025-04-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,407,Medium,Tail
2025-04-10,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,381,Medium,Tail
2025-04-11,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,346,Medium,Tail
2025-04-12,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,327,Medium,Tail
2025-04-13,SKU_1001,Electronics Product 1,Electronics,193.52,18,3483.44,133.56,309,Medium,Tail
2025-04-14,SKU_1001,Electronics Product 1,Electronics,193.52,46,8902.13,133.56,263,Medium,Tail
2025-04-15,SKU_1001,Electronics Product 1,Electronics,193.52,10,1935.25,133.56,253,Medium,Tail
2025-04-16,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,242,Medium,Tail
2025-04-17,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,215,Medium,Tail
2025-04-18,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,752,Medium,Tail
2025-04-19,SKU_1001,Electronics Product 1,Electronics,192.79,46,8868.57,133.56,706,Medium,Tail
2025-04-20,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,693,Medium,Tail
2025-04-21,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,680,Medium,Tail
2025-04-22,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,649,Medium,Tail
2025-04-23,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,635,Medium,Tail
2025-04-24,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,623,Medium,Tail
2025-04-25,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,601,Medium,Tail
2025-04-26,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,579,Medium,Tail
2025-04-27,SKU_1001,Electronics Product 1,Electronics,193.52,56,10837.38,133.56,523,Medium,Tail
2025-04-28,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,502,Medium,Tail
2025-04-29,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,468,Medium,Tail
2025-04-30,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,433,Medium,Tail
2025-05-01,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,410,Medium,Tail
2025-05-02,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,379,Medium,Tail
2025-05-03,SKU_1001,Electronics Product 1,Electronics,193.52,61,11805.0,133.56,318,Medium,Tail
2025-05-04,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,305,Medium,Tail
2025-05-05,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,292,Medium,Tail
2025-05-06,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,249,Medium,Tail
2025-05-07,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,216,Medium,Tail
2025-05-08,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,991,Medium,Tail
2025-05-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,962,Medium,Tail
2025-05-10,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,935,Medium,Tail
2025-05-11,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,909,Medium,Tail
2025-05-12,SKU_1001,Electronics Product 1,Electronics,187.2,12,2246.41,133.56,897,Medium,Tail
2025-05-13,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,875,Medium,Tail
2025-05-14,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,845,Medium,Tail
2025-05-15,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,821,Medium,Tail
2025-05-16,SKU_1001,Electronics Product 1,Electronics,193.52,12,2322.3,133.56,809,Medium,Tail
2025-05-17,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,767,Medium,Tail
2025-05-18,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,744,Medium,Tail
2025-05-19,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,727,Medium,Tail
2025-05-20,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,683,Medium,Tail
2025-05-21,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,662,Medium,Tail
2025-05-22,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,633,Medium,Tail
2025-05-23,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,586,Medium,Tail
2025-05-24,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,545,Medium,Tail
2025-05-25,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,487,Medium,Tail
2025-05-26,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,443,Medium,Tail
2025-05-27,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,430,Medium,Tail
2025-05-28,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,421,Medium,Tail
2025-05-29,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,382,Medium,Tail
2025-05-30,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,366,Medium,Tail
2025-05-31,SKU_1001,Electronics Product 1,Electronics,193.52,22,4257.54,133.56,344,Medium,Tail
2025-06-01,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,320,Medium,Tail
2025-06-02,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,279,Medium,Tail
2025-06-03,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,231,Medium,Tail
2025-06-04,SKU_1001,Electronics Product 1,Electronics,193.52,27,5225.17,133.56,204,Medium,Tail
2025-06-05,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,1116,Medium,Tail
2025-06-06,SKU_1001,Electronics Product 1,Electronics,193.52,21,4064.02,133.56,1095,Medium,Tail
2025-06-07,SKU_1001,Electronics Product 1,Electronics,193.52,63,12192.05,133.56,1032,Medium,Tail
2025-06-08,SKU_1001,Electronics Product 1,Electronics,193.52,16,3096.39,133.56,1016,Medium,Tail
2025-06-09,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,1002,Medium,Tail
2025-06-10,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,989,Medium,Tail
2025-06-11,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,947,Medium,Tail
2025-06-12,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,924,Medium,Tail
2025-06-13,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,887,Medium,Tail
2025-06-14,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,835,Medium,Tail
2025-06-15,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,777,Medium,Tail
2025-06-16,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,747,Medium,Tail
2025-06-17,SKU_1001,Electronics Product 1,Electronics,193.52,33,6386.31,133.56,714,Medium,Tail
2025-06-18,SKU_1001,Electronics Product 1,Electronics,193.52,13,2515.82,133.56,701,Medium,Tail
2025-06-19,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,684,Medium,Tail
2025-06-20,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,654,Medium,Tail
2025-06-21,SKU_1001,Electronics Product 1,Electronics,193.52,58,11224.43,133.56,596,Medium,Tail
2025-06-22,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,576,Medium,Tail
2025-06-23,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,552,Medium,Tail
2025-06-24,SKU_1001,Electronics Product 1,Electronics,193.52,25,4838.12,133.56,527,Medium,Tail
2025-06-25,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,487,Medium,Tail
2025-06-26,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,457,Medium,Tail
2025-06-27,SKU_1001,Electronics Product 1,Electronics,193.52,6,1161.15,133.56,451,Medium,Tail
2025-06-28,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,436,Medium,Tail
2025-06-29,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,394,Medium,Tail
2025-06-30,SKU_1001,Electronics Product 1,Electronics,193.52,51,9869.76,133.56,343,Medium,Tail
2025-07-01,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,324,Medium,Tail
2025-07-02,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,276,Medium,Tail
2025-07-03,SKU_1001,Electronics Product 1,Electronics,193.52,50,9676.23,133.56,226,Medium,Tail
2025-07-04,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,995,Medium,Tail
2025-07-05,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,984,Medium,Tail
2025-07-06,SKU_1001,Electronics Product 1,Electronics,182.22,16,2915.49,133.56,968,Medium,Tail
2025-07-07,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,925,Medium,Tail
2025-07-08,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,890,Medium,Tail
2025-07-09,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,861,Medium,Tail
2025-07-10,SKU_1001,Electronics Product 1,Electronics,193.52,23,4451.07,133.56,838,Medium,Tail
2025-07-11,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,812,Medium,Tail
2025-07-12,SKU_1001,Electronics Product 1,Electronics,184.57,40,7382.85,133.56,772,Medium,Tail
2025-07-13,SKU_1001,Electronics Product 1,Electronics,193.52,57,11030.91,133.56,715,Medium,Tail
2025-07-14,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,686,Medium,Tail
2025-07-15,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,667,Medium,Tail
2025-07-16,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,632,Medium,Tail
2025-07-17,SKU_1001,Electronics Product 1,Electronics,179.47,51,9152.99,133.56,581,Medium,Tail
2025-07-18,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,544,Medium,Tail
2025-07-19,SKU_1001,Electronics Product 1,Electronics,193.52,62,11998.53,133.56,482,Medium,Tail
2025-07-20,SKU_1001,Electronics Product 1,Electronics,193.52,31,5999.26,133.56,451,Medium,Tail
2025-07-21,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,412,Medium,Tail
2025-07-22,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,388,Medium,Tail
2025-07-23,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,358,Medium,Tail
2025-07-24,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,322,Medium,Tail
2025-07-25,SKU_1001,Electronics Product 1,Electronics,193.52,11,2128.77,133.56,311,Medium,Tail
2025-07-26,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,268,Medium,Tail
2025-07-27,SKU_1001,Electronics Product 1,Electronics,193.52,29,5612.22,133.56,239,Medium,Tail
2025-07-28,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,225,Medium,Tail
2025-07-29,SKU_1001,Electronics Product 1,Electronics,193.52,42,8128.04,133.56,911,Medium,Tail
2025-07-30,SKU_1001,Electronics Product 1,Electronics,211.63,8,1693.02,133.56,903,Medium,Tail
2025-07-31,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,856,Medium,Tail
2025-08-01,SKU_1001,Electronics Product 1,Electronics,193.52,35,6773.36,133.56,821,Medium,Tail
2025-08-02,SKU_1001,Electronics Product 1,Electronics,193.52,52,10063.28,133.56,769,Medium,Tail
2025-08-03,SKU_1001,Electronics Product 1,Electronics,193.52,54,10450.33,133.56,715,Medium,Tail
2025-08-04,SKU_1001,Electronics Product 1,Electronics,193.52,48,9289.18,133.56,667,Medium,Tail
2025-08-05,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,658,Medium,Tail
2025-08-06,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,638,Medium,Tail
2025-08-07,SKU_1001,Electronics Product 1,Electronics,193.52,17,3289.92,133.56,621,Medium,Tail
2025-08-08,SKU_1001,Electronics Product 1,Electronics,193.52,37,7160.41,133.56,584,Medium,Tail
2025-08-09,SKU_1001,Electronics Product 1,Electronics,191.79,43,8246.91,133.56,541,Medium,Tail
2025-08-10,SKU_1001,Electronics Product 1,Electronics,193.52,44,8515.08,133.56,497,Medium,Tail
2025-08-11,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,457,Medium,Tail
2025-08-12,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,418,Medium,Tail
2025-08-13,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,386,Medium,Tail
2025-08-14,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,358,Medium,Tail
2025-08-15,SKU_1001,Electronics Product 1,Electronics,193.52,9,1741.72,133.56,349,Medium,Tail
2025-08-16,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,335,Medium,Tail
2025-08-17,SKU_1001,Electronics Product 1,Electronics,176.21,19,3348.02,133.56,316,Medium,Tail
2025-08-18,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,297,Medium,Tail
2025-08-19,SKU_1001,Electronics Product 1,Electronics,193.52,39,7547.46,133.56,258,Medium,Tail
2025-08-20,SKU_1001,Electronics Product 1,Electronics,193.52,43,8321.56,133.56,215,Medium,Tail
2025-08-21,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,1143,Medium,Tail
2025-08-22,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,1119,Medium,Tail
2025-08-23,SKU_1001,Electronics Product 1,Electronics,193.52,24,4644.59,133.56,1095,Medium,Tail
2025-08-24,SKU_1001,Electronics Product 1,Electronics,193.52,60,11611.48,133.56,1035,Medium,Tail
2025-08-25,SKU_1001,Electronics Product 1,Electronics,193.52,36,6966.89,133.56,999,Medium,Tail
2025-08-26,SKU_1001,Electronics Product 1,Electronics,193.52,20,3870.49,133.56,979,Medium,Tail
2025-08-27,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,953,Medium,Tail
2025-08-28,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,938,Medium,Tail
2025-08-29,SKU_1001,Electronics Product 1,Electronics,193.52,19,3676.97,133.56,919,Medium,Tail
2025-08-30,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,879,Medium,Tail
2025-08-31,SKU_1001,Electronics Product 1,Electronics,208.13,25,5203.36,133.56,854,Medium,Tail
2025-09-01,SKU_1001,Electronics Product 1,Electronics,193.52,15,2902.87,133.56,839,Medium,Tail
2025-09-02,SKU_1001,Electronics Product 1,Electronics,193.52,28,5418.69,133.56,811,Medium,Tail
2025-09-03,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,781,Medium,Tail
2025-09-04,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,749,Medium,Tail
2025-09-05,SKU_1001,Electronics Product 1,Electronics,193.52,34,6579.84,133.56,715,Medium,Tail
2025-09-06,SKU_1001,Electronics Product 1,Electronics,193.52,59,11417.95,133.56,656,Medium,Tail
2025-09-07,SKU_1001,Electronics Product 1,Electronics,193.52,60,11611.48,133.56,596,Medium,Tail
2025-09-08,SKU_1001,Electronics Product 1,Electronics,193.52,45,8708.61,133.56,551,Medium,Tail
2025-09-09,SKU_1001,Electronics Product 1,Electronics,193.52,47,9095.66,133.56,504,Medium,Tail
2025-09-10,SKU_1001,Electronics Product 1,Electronics,206.14,16,3298.17,133.56,488,Medium,Tail
2025-09-11,SKU_1001,Electronics Product 1,Electronics,193.52,41,7934.51,133.56,447,Medium,Tail
2025-09-12,SKU_1001,Electronics Product 1,Electronics,193.52,30,5805.74,133.56,417,Medium,Tail
2025-09-13,SKU_1001,Electronics Product 1,Electronics,193.52,26,5031.64,133.56,391,Medium,Tail
2025-09-14,SKU_1001,Electronics Product 1,Electronics,193.52,40,7740.99,133.56,351,Medium,Tail
2025-09-15,SKU_1001,Electronics Product 1,Electronics,193.52,32,6192.79,133.56,319,Medium,Tail
2025-09-16,SKU_1001,Electronics Product 1,Electronics,193.52,14,2709.35,133.56,305,Medium,Tail
2025-09-17,SKU_1001,Electronics Product 1,Electronics,185.82,41,7618.66,133.56,264,Medium,Tail
2025-09-18,SKU_1001,Electronics Product 1,Electronics,196.71,22,4327.51,133.56,242,Medium,Tail
2025-09-19,SKU_1001,Electronics Product 1,Electronics,193.52,49,9482.71,133.56,977,Medium,Tail
