sku_id,competitor_name,competitor_price,date
SKU_1001,DiscouterPlace,221.97,2025-05-12
SKU_1001,PremiumHub,183.21,2025-05-12
SKU_1001,MarketLeader,194.86,2025-05-19
SKU_1001,DiscouterPlace,185.33,2025-05-19
SKU_1001,PremiumHub,215.42,2025-05-19
SKU_1001,MarketLeader,200.5,2025-05-26
SKU_1001,DiscouterPlace,195.47,2025-05-26
SKU_1001,PremiumHub,216.39,2025-05-26
SKU_1001,MarketLeader,196.01,2025-06-02
SKU_1001,DiscouterPlace,179.11,2025-06-02
SKU_1001,PremiumHub,184.57,2025-06-02
SKU_1001,MarketLeader,168.99,2025-06-09
SKU_1001,DiscouterPlace,170.55,2025-06-09
SKU_1001,PremiumHub,213.29,2025-06-09
SKU_1001,MarketLeader,198.58,2025-06-16
SKU_1001,DiscouterPlace,166.4,2025-06-16
SKU_1001,PremiumHub,217.49,2025-06-16
SKU_1001,MarketLeader,210.93,2025-06-23
SKU_1001,DiscouterPlace,184.78,2025-06-23
SKU_1001,PremiumHub,191.68,2025-06-23
SKU_1001,MarketLeader,179.24,2025-06-30
SKU_1001,DiscouterPlace,175.88,2025-06-30
SKU_1001,PremiumHub,193.84,2025-06-30
SKU_1001,MarketLeader,211.95,2025-07-07
SKU_1001,DiscouterPlace,184.34,2025-07-07
SKU_1001,PremiumHub,179.56,2025-07-07
SKU_1001,MarketLeader,165.56,2025-07-14
SKU_1001,DiscouterPlace,217.58,2025-07-14
SKU_1001,PremiumHub,171.33,2025-07-14
SKU_1001,MarketLeader,169.3,2025-07-21
SKU_1001,DiscouterPlace,199.51,2025-07-21
SKU_1001,PremiumHub,178.74,2025-07-21
SKU_1001,MarketLeader,193.26,2025-07-28
SKU_1001,DiscouterPlace,204.46,2025-07-28
SKU_1001,PremiumHub,189.74,2025-07-28
SKU_1001,MarketLeader,202.04,2025-08-04
SKU_1001,DiscouterPlace,204.74,2025-08-04
SKU_1001,PremiumHub,167.49,2025-08-04
SKU_1001,MarketLeader,187.98,2025-08-11
SKU_1001,DiscouterPlace,197.73,2025-08-11
SKU_1001,PremiumHub,211.17,2025-08-11
SKU_1001,MarketLeader,187.62,2025-08-18
SKU_1001,DiscouterPlace,169.82,2025-08-18
SKU_1001,PremiumHub,184.02,2025-08-18
SKU_1001,MarketLeader,194.26,2025-08-25
SKU_1001,DiscouterPlace,177.89,2025-08-25
SKU_1001,PremiumHub,174.74,2025-08-25
SKU_1001,MarketLeader,188.21,2025-09-01
SKU_1001,DiscouterPlace,186.13,2025-09-01
SKU_1001,PremiumHub,179.58,2025-09-01
SKU_1001,MarketLeader,200.41,2025-09-08
SKU_1001,DiscouterPlace,208.2,2025-09-08
SKU_1001,PremiumHub,173.7,2025-09-08
SKU_1001,MarketLeader,220.4,2025-09-15
SKU_1001,DiscouterPlace,184.34,2025-09-15
SKU_1001,PremiumHub,201.22,2025-09-15
SKU_1001,MarketLeader,170.43,2025-09-22
SKU_1001,DiscouterPlace,214.09,2025-09-22
SKU_1001,PremiumHub,195.09,2025-09-22
SKU_1001,MarketLeader,191.87,2025-09-29
SKU_1001,DiscouterPlace,196.03,2025-09-29
SKU_1001,PremiumHub,173.74,2025-09-29
SKU_1001,MarketLeader,187.46,2025-10-06
SKU_1001,DiscouterPlace,221.08,2025-10-06
SKU_1001,PremiumHub,206.41,2025-10-06
SKU_1001,MarketLeader,183.2,2025-10-13
SKU_1001,DiscouterPlace,221.25,2025-10-13
SKU_1001,PremiumHub,176.16,2025-10-13
SKU_1001,MarketLeader,168.0,2025-10-20
SKU_1001,DiscouterPlace,178.84,2025-10-20
SKU_1001,PremiumHub,173.76,2025-10-20
SKU_1001,MarketLeader,189.2,2025-10-27
SKU_1001,DiscouterPlace,184.58,2025-10-27
SKU_1001,PremiumHub,186.04,2025-10-27
SKU_1001,MarketLeader,220.89,2025-11-03
SKU_1001,DiscouterPlace,175.0,2025-11-03
SKU_1001,PremiumHub,214.1,2025-11-03
SKU_1001,MarketLeader,203.36,2025-11-10
SKU_1001,DiscouterPlace,172.96,2025-11-10
SKU_1001,PremiumHub,190.59,2025-11-10
SKU_1001,MarketLeader,204.45,2025-11-17
SKU_1001,DiscouterPlace,187.57,2025-11-17
SKU_1001,PremiumHub,192.36,2025-11-17
SKU_1001,MarketLeader,165.51,2025-11-24
SKU_1001,DiscouterPlace,178.67,2025-11-24
SKU_1001,PremiumHub,212.73,2025-11-24
SKU_1001,MarketLeader,216.83,2025-12-01
SKU_1001,DiscouterPlace,215.46,2025-12-01
SKU_1001,PremiumHub,182.91,2025-12-01
SKU_1001,MarketLeader,194.63,2025-12-08
SKU_1001,DiscouterPlace,192.32,2025-12-08
SKU_1001,PremiumHub,165.98,2025-12-08
SKU_1001,MarketLeader,199.93,2025-12-15
SKU_1001,DiscouterPlace,206.07,2025-12-15
SKU_1001,PremiumHub,180.32,2025-12-15
SKU_1001,MarketLeader,176.81,2025-12-22
SKU_1001,DiscouterPlace,199.97,2025-12-22
SKU_1001,PremiumHub,188.36,2025-12-22
SKU_1001,MarketLeader,187.19,2025-12-29
SKU_1001,DiscouterPlace,199.01,2025-12-29
SKU_1001,PremiumHub,193.34,2025-12-29
SKU_1002,MarketLeader,343.37,2025-01-06
SKU_1002,DiscouterPlace,378.94,2025-01-06
SKU_1002,PremiumHub,388.6,2025-01-06
SKU_1002,MarketLeader,421.12,2025-01-13
SKU_1002,DiscouterPlace,315.59,2025-01-13
SKU_1002,PremiumHub,394.91,2025-01-13
SKU_1002,MarketLeader,376.04,2025-01-20
SKU_1002,DiscouterPlace,356.63,2025-01-20
SKU_1002,PremiumHub,368.8,2025-01-20
SKU_1002,MarketLeader,387.07,2025-01-27
SKU_1002,DiscouterPlace,326.84,2025-01-27
SKU_1002,PremiumHub,366.27,2025-01-27
SKU_1002,MarketLeader,389.87,2025-02-03
SKU_1002,DiscouterPlace,381.73,2025-02-03
SKU_1002,PremiumHub,383.41,2025-02-03
SKU_1002,MarketLeader,397.47,2025-02-10
SKU_1002,DiscouterPlace,328.54,2025-02-10
SKU_1002,PremiumHub,372.58,2025-02-10
SKU_1002,MarketLeader,361.78,2025-02-17
SKU_1002,DiscouterPlace,341.54,2025-02-17
SKU_1002,PremiumHub,406.38,2025-02-17
SKU_1002,MarketLeader,386.53,2025-02-24
SKU_1002,DiscouterPlace,333.86,2025-02-24
SKU_1002,PremiumHub,332.63,2025-02-24
SKU_1002,MarketLeader,338.22,2025-03-03
SKU_1002,DiscouterPlace,354.54,2025-03-03
SKU_1002,PremiumHub,361.16,2025-03-03
SKU_1002,MarketLeader,343.16,2025-03-10
SKU_1002,DiscouterPlace,373.05,2025-03-10
SKU_1002,PremiumHub,393.89,2025-03-10
SKU_1002,MarketLeader,410.69,2025-03-17
SKU_1002,DiscouterPlace,386.1,2025-03-17
SKU_1002,PremiumHub,347.77,2025-03-17
SKU_1002,MarketLeader,378.97,2025-03-24
SKU_1002,DiscouterPlace,356.68,2025-03-24
SKU_1002,PremiumHub,359.01,2025-03-24
SKU_1002,MarketLeader,400.19,2025-03-31
SKU_1002,DiscouterPlace,391.65,2025-03-31
SKU_1002,PremiumHub,400.6,2025-03-31
SKU_1002,MarketLeader,378.38,2025-04-07
SKU_1002,DiscouterPlace,333.78,2025-04-07
SKU_1002,PremiumHub,353.44,2025-04-07
SKU_1002,MarketLeader,365.59,2025-04-14
SKU_1002,DiscouterPlace,314.86,2025-04-14
SKU_1002,PremiumHub,344.65,2025-04-14
SKU_1002,MarketLeader,410.94,2025-04-21
SKU_1002,DiscouterPlace,356.89,2025-04-21
SKU_1002,PremiumHub,404.94,2025-04-21
SKU_1002,MarketLeader,374.08,2025-04-28
SKU_1002,DiscouterPlace,381.16,2025-04-28
SKU_1002,PremiumHub,338.39,2025-04-28
SKU_1002,MarketLeader,396.78,2025-05-05
SKU_1002,DiscouterPlace,315.36,2025-05-05
SKU_1002,PremiumHub,327.34,2025-05-05
SKU_1002,MarketLeader,372.33,2025-05-12
SKU_1002,DiscouterPlace,330.85,2025-05-12
SKU_1002,PremiumHub,390.34,2025-05-12
SKU_1002,MarketLeader,331.73,2025-05-19
SKU_1002,DiscouterPlace,410.92,2025-05-19
SKU_1002,PremiumHub,360.66,2025-05-19
SKU_1002,MarketLeader,404.73,2025-05-26
SKU_1002,DiscouterPlace,324.51,2025-05-26
SKU_1002,PremiumHub,339.91,2025-05-26
SKU_1002,MarketLeader,321.9,2025-06-02
SKU_1002,DiscouterPlace,351.02,2025-06-02
SKU_1002,PremiumHub,409.2,2025-06-02
SKU_1002,MarketLeader,359.99,2025-06-09
SKU_1002,DiscouterPlace,316.38,2025-06-09
SKU_1002,PremiumHub,420.25,2025-06-09
SKU_1002,MarketLeader,338.41,2025-06-16
SKU_1002,DiscouterPlace,394.14,2025-06-16
SKU_1002,PremiumHub,379.61,2025-06-16
SKU_1002,MarketLeader,414.1,2025-06-23
SKU_1002,DiscouterPlace,364.74,2025-06-23
SKU_1002,PremiumHub,328.59,2025-06-23
SKU_1002,MarketLeader,420.83,2025-06-30
SKU_1002,DiscouterPlace,350.02,2025-06-30
SKU_1002,PremiumHub,366.69,2025-06-30
SKU_1002,MarketLeader,391.05,2025-07-07
SKU_1002,DiscouterPlace,423.18,2025-07-07
SKU_1002,PremiumHub,327.92,2025-07-07
SKU_1002,MarketLeader,326.76,2025-07-14
SKU_1002,DiscouterPlace,359.71,2025-07-14
SKU_1002,PremiumHub,396.46,2025-07-14
SKU_1002,MarketLeader,394.02,2025-07-21
SKU_1002,DiscouterPlace,385.52,2025-07-21
SKU_1002,PremiumHub,406.9,2025-07-21
SKU_1002,MarketLeader,384.8,2025-07-28
SKU_1002,DiscouterPlace,318.33,2025-07-28
SKU_1002,PremiumHub,397.64,2025-07-28
SKU_1002,MarketLeader,367.33,2025-08-04
SKU_1002,DiscouterPlace,327.76,2025-08-04
SKU_1002,PremiumHub,405.78,2025-08-04
SKU_1002,MarketLeader,369.5,2025-08-11
SKU_1002,DiscouterPlace,388.3,2025-08-11
SKU_1002,PremiumHub,339.37,2025-08-11
SKU_1002,MarketLeader,352.47,2025-08-18
SKU_1002,DiscouterPlace,364.08,2025-08-18
SKU_1002,PremiumHub,317.58,2025-08-18
SKU_1002,MarketLeader,358.46,2025-08-25
SKU_1002,DiscouterPlace,404.9,2025-08-25
SKU_1002,PremiumHub,397.93,2025-08-25
SKU_1002,MarketLeader,401.13,2025-09-01
SKU_1002,DiscouterPlace,422.93,2025-09-01
SKU_1002,PremiumHub,335.57,2025-09-01
SKU_1002,MarketLeader,314.05,2025-09-08
SKU_1002,DiscouterPlace,324.54,2025-09-08
SKU_1002,PremiumHub,409.48,2025-09-08
SKU_1002,MarketLeader,397.39,2025-09-15
SKU_1002,DiscouterPlace,334.15,2025-09-15
SKU_1002,PremiumHub,392.99,2025-09-15
SKU_1002,MarketLeader,313.39,2025-09-22
SKU_1002,DiscouterPlace,369.91,2025-09-22
SKU_1002,PremiumHub,318.56,2025-09-22
SKU_1002,MarketLeader,387.08,2025-09-29
SKU_1002,DiscouterPlace,420.22,2025-09-29
SKU_1002,PremiumHub,397.55,2025-09-29
SKU_1002,MarketLeader,394.17,2025-10-06
SKU_1002,DiscouterPlace,385.01,2025-10-06
SKU_1002,PremiumHub,401.44,2025-10-06
SKU_1002,MarketLeader,316.85,2025-10-13
SKU_1002,DiscouterPlace,394.8,2025-10-13
SKU_1002,PremiumHub,349.9,2025-10-13
SKU_1002,MarketLeader,384.37,2025-10-20
SKU_1002,DiscouterPlace,376.49,2025-10-20
SKU_1002,PremiumHub,376.21,2025-10-20
SKU_1002,MarketLeader,384.67,2025-10-27
SKU_1002,DiscouterPlace,375.46,2025-10-27
SKU_1002,PremiumHub,399.31,2025-10-27
SKU_1002,MarketLeader,314.24,2025-11-03
SKU_1002,DiscouterPlace,383.16,2025-11-03
SKU_1002,PremiumHub,362.89,2025-11-03
SKU_1002,MarketLeader,342.08,2025-11-10
SKU_1002,DiscouterPlace,361.71,2025-11-10
SKU_1002,PremiumHub,379.03,2025-11-10
SKU_1002,MarketLeader,415.82,2025-11-17
SKU_1002,DiscouterPlace,338.67,2025-11-17
SKU_1002,PremiumHub,383.54,2025-11-17
SKU_1002,MarketLeader,400.48,2025-11-24
SKU_1002,DiscouterPlace,341.14,2025-11-24
SKU_1002,PremiumHub,375.76,2025-11-24
SKU_1002,MarketLeader,357.72,2025-12-01
SKU_1002,DiscouterPlace,397.78,2025-12-01
SKU_1002,PremiumHub,404.42,2025-12-01
SKU_1002,MarketLeader,373.84,2025-12-08
SKU_1002,DiscouterPlace,372.22,2025-12-08
SKU_1002,PremiumHub,378.68,2025-12-08
SKU_1002,MarketLeader,350.64,2025-12-15
SKU_1002,DiscouterPlace,423.93,2025-12-15
SKU_1002,PremiumHub,358.25,2025-12-15
SKU_1002,MarketLeader,333.31,2025-12-22
SKU_1002,DiscouterPlace,324.24,2025-12-22
SKU_1002,PremiumHub,402.25,2025-12-22
SKU_1002,MarketLeader,391.21,2025-12-29
SKU_1002,DiscouterPlace,420.69,2025-12-29
SKU_1002,PremiumHub,361.78,2025-12-29
SKU_1003,MarketLeader,74.0,2025-01-06
SKU_1003,DiscouterPlace,83.61,2025-01-06
SKU_1003,PremiumHub,78.45,2025-01-06
SKU_1003,MarketLeader,97.21,2025-01-13
SKU_1003,DiscouterPlace,73.78,2025-01-13
SKU_1003,PremiumHub,85.16,2025-01-13
SKU_1003,MarketLeader,75.87,2025-01-20
SKU_1003,DiscouterPlace,89.02,2025-01-20
SKU_1003,PremiumHub,89.66,2025-01-20
SKU_1003,MarketLeader,88.6,2025-01-27
SKU_1003,DiscouterPlace,80.05,2025-01-27
SKU_1003,PremiumHub,85.16,2025-01-27
SKU_1003,MarketLeader,92.64,2025-02-03
SKU_1003,DiscouterPlace,73.84,2025-02-03
SKU_1003,PremiumHub,79.92,2025-02-03
SKU_1003,MarketLeader,95.92,2025-02-10
SKU_1003,DiscouterPlace,97.22,2025-02-10
SKU_1003,PremiumHub,95.78,2025-02-10
SKU_1003,MarketLeader,91.97,2025-02-17
SKU_1003,DiscouterPlace,73.78,2025-02-17
SKU_1003,PremiumHub,84.08,2025-02-17
SKU_1003,MarketLeader,83.17,2025-02-24
SKU_1003,DiscouterPlace,80.52,2025-02-24
SKU_1003,PremiumHub,79.49,2025-02-24
SKU_1003,MarketLeader,81.18,2025-03-03
SKU_1003,DiscouterPlace,87.52,2025-03-03
SKU_1003,PremiumHub,82.44,2025-03-03
SKU_1003,MarketLeader,96.06,2025-03-10
SKU_1003,DiscouterPlace,89.86,2025-03-10
SKU_1003,PremiumHub,87.29,2025-03-10
SKU_1003,MarketLeader,92.24,2025-03-17
SKU_1003,DiscouterPlace,87.37,2025-03-17
SKU_1003,PremiumHub,95.17,2025-03-17
SKU_1003,MarketLeader,84.72,2025-03-24
SKU_1003,DiscouterPlace,99.34,2025-03-24
SKU_1003,PremiumHub,87.98,2025-03-24
SKU_1003,MarketLeader,94.31,2025-03-31
SKU_1003,DiscouterPlace,86.92,2025-03-31
SKU_1003,PremiumHub,77.12,2025-03-31
SKU_1003,MarketLeader,84.5,2025-04-07
SKU_1003,DiscouterPlace,97.03,2025-04-07
SKU_1003,PremiumHub,86.63,2025-04-07
SKU_1003,MarketLeader,85.45,2025-04-14
SKU_1003,DiscouterPlace,98.98,2025-04-14
SKU_1003,PremiumHub,93.88,2025-04-14
SKU_1003,MarketLeader,81.37,2025-04-21
SKU_1003,DiscouterPlace,81.73,2025-04-21
SKU_1003,PremiumHub,98.41,2025-04-21
SKU_1003,MarketLeader,91.83,2025-04-28
SKU_1003,DiscouterPlace,83.58,2025-04-28
SKU_1003,PremiumHub,79.42,2025-04-28
SKU_1003,MarketLeader,80.62,2025-05-05
SKU_1003,DiscouterPlace,77.53,2025-05-05
SKU_1003,PremiumHub,89.97,2025-05-05
SKU_1003,MarketLeader,97.38,2025-05-12
SKU_1003,DiscouterPlace,88.61,2025-05-12
SKU_1003,PremiumHub,88.86,2025-05-12
SKU_1003,MarketLeader,75.32,2025-05-19
SKU_1003,DiscouterPlace,78.95,2025-05-19
SKU_1003,PremiumHub,79.43,2025-05-19
SKU_1003,MarketLeader,76.04,2025-05-26
SKU_1003,DiscouterPlace,94.99,2025-05-26
SKU_1003,PremiumHub,91.81,2025-05-26
SKU_1003,MarketLeader,97.87,2025-06-02
SKU_1003,DiscouterPlace,73.89,2025-06-02
SKU_1003,PremiumHub,87.04,2025-06-02
SKU_1003,MarketLeader,97.66,2025-06-09
SKU_1003,DiscouterPlace,92.72,2025-06-09
SKU_1003,PremiumHub,80.73,2025-06-09
SKU_1003,MarketLeader,80.31,2025-06-16
SKU_1003,DiscouterPlace,73.5,2025-06-16
SKU_1003,PremiumHub,96.06,2025-06-16
SKU_1003,MarketLeader,93.44,2025-06-23
SKU_1003,DiscouterPlace,83.8,2025-06-23
SKU_1003,PremiumHub,94.94,2025-06-23
SKU_1003,MarketLeader,77.98,2025-06-30
SKU_1003,DiscouterPlace,83.33,2025-06-30
SKU_1003,PremiumHub,94.27,2025-06-30
SKU_1003,MarketLeader,81.72,2025-07-07
SKU_1003,DiscouterPlace,95.48,2025-07-07
SKU_1003,PremiumHub,98.05,2025-07-07
SKU_1003,MarketLeader,86.49,2025-07-14
SKU_1003,DiscouterPlace,79.88,2025-07-14
SKU_1003,PremiumHub,85.7,2025-07-14
SKU_1003,MarketLeader,76.51,2025-07-21
SKU_1003,DiscouterPlace,91.17,2025-07-21
SKU_1003,PremiumHub,98.12,2025-07-21
SKU_1003,MarketLeader,79.35,2025-07-28
SKU_1003,DiscouterPlace,96.71,2025-07-28
SKU_1003,PremiumHub,93.8,2025-07-28
SKU_1003,MarketLeader,96.76,2025-08-04
SKU_1003,DiscouterPlace,92.81,2025-08-04
SKU_1003,PremiumHub,75.46,2025-08-04
SKU_1003,MarketLeader,98.67,2025-08-11
SKU_1003,DiscouterPlace,88.06,2025-08-11
SKU_1003,PremiumHub,92.02,2025-08-11
SKU_1003,MarketLeader,83.73,2025-08-18
SKU_1003,DiscouterPlace,78.2,2025-08-18
SKU_1003,PremiumHub,77.55,2025-08-18
SKU_1003,MarketLeader,95.08,2025-08-25
SKU_1003,DiscouterPlace,87.49,2025-08-25
SKU_1003,PremiumHub,95.39,2025-08-25
SKU_1003,MarketLeader,76.92,2025-09-01
SKU_1003,DiscouterPlace,83.4,2025-09-01
SKU_1003,PremiumHub,89.54,2025-09-01
SKU_1003,MarketLeader,75.47,2025-09-08
SKU_1003,DiscouterPlace,79.58,2025-09-08
SKU_1003,PremiumHub,95.01,2025-09-08
SKU_1003,MarketLeader,76.9,2025-09-15
SKU_1003,DiscouterPlace,86.79,2025-09-15
SKU_1003,PremiumHub,78.52,2025-09-15
SKU_1003,MarketLeader,77.47,2025-09-22
SKU_1003,DiscouterPlace,77.35,2025-09-22
SKU_1003,PremiumHub,80.44,2025-09-22
SKU_1003,MarketLeader,92.62,2025-09-29
SKU_1003,DiscouterPlace,82.83,2025-09-29
SKU_1003,PremiumHub,90.89,2025-09-29
SKU_1003,MarketLeader,93.33,2025-10-06
SKU_1003,DiscouterPlace,80.04,2025-10-06
SKU_1003,PremiumHub,95.93,2025-10-06
SKU_1003,MarketLeader,75.04,2025-10-13
SKU_1003,DiscouterPlace,76.88,2025-10-13
SKU_1003,PremiumHub,89.2,2025-10-13
SKU_1003,MarketLeader,95.86,2025-10-20
SKU_1003,DiscouterPlace,77.39,2025-10-20
SKU_1003,PremiumHub,95.57,2025-10-20
SKU_1003,MarketLeader,76.79,2025-10-27
SKU_1003,DiscouterPlace,76.76,2025-10-27
SKU_1003,PremiumHub,94.58,2025-10-27
SKU_1003,MarketLeader,77.06,2025-11-03
SKU_1003,DiscouterPlace,75.58,2025-11-03
SKU_1003,PremiumHub,95.0,2025-11-03
SKU_1003,MarketLeader,99.28,2025-11-10
SKU_1003,DiscouterPlace,75.88,2025-11-10
SKU_1003,PremiumHub,93.72,2025-11-10
SKU_1003,MarketLeader,89.4,2025-11-17
SKU_1003,DiscouterPlace,96.77,2025-11-17
SKU_1003,PremiumHub,94.49,2025-11-17
SKU_1003,MarketLeader,88.64,2025-11-24
SKU_1003,DiscouterPlace,98.62,2025-11-24
SKU_1003,PremiumHub,83.28,2025-11-24
SKU_1003,MarketLeader,76.77,2025-12-01
SKU_1003,DiscouterPlace,83.64,2025-12-01
SKU_1003,PremiumHub,77.7,2025-12-01
SKU_1003,MarketLeader,88.7,2025-12-08
SKU_1003,DiscouterPlace,94.97,2025-12-08
SKU_1003,PremiumHub,75.56,2025-12-08
SKU_1003,MarketLeader,74.11,2025-12-15
SKU_1003,DiscouterPlace,76.5,2025-12-15
SKU_1003,PremiumHub,76.78,2025-12-15
SKU_1003,MarketLeader,94.74,2025-12-22
SKU_1003,DiscouterPlace,94.87,2025-12-22
SKU_1003,PremiumHub,93.91,2025-12-22
SKU_1003,MarketLeader,97.28,2025-12-29
SKU_1003,DiscouterPlace,93.65,2025-12-29
SKU_1003,PremiumHub,94.81,2025-12-29
SKU_1004,MarketLeader,32.97,2025-01-06
SKU_1004,DiscouterPlace,36.56,2025-01-06
SKU_1004,PremiumHub,34.74,2025-01-06
SKU_1004,MarketLeader,37.3,2025-01-13
SKU_1004,DiscouterPlace,37.42,2025-01-13
SKU_1004,PremiumHub,43.98,2025-01-13
SKU_1004,MarketLeader,38.27,2025-01-20
SKU_1004,DiscouterPlace,37.52,2025-01-20
SKU_1004,PremiumHub,36.82,2025-01-20
SKU_1004,MarketLeader,37.53,2025-01-27
SKU_1004,DiscouterPlace,39.61,2025-01-27
SKU_1004,PremiumHub,38.62,2025-01-27
SKU_1004,MarketLeader,41.34,2025-02-03
SKU_1004,DiscouterPlace,43.23,2025-02-03
SKU_1004,PremiumHub,39.29,2025-02-03
SKU_1004,MarketLeader,32.92,2025-02-10
SKU_1004,DiscouterPlace,34.47,2025-02-10
SKU_1004,PremiumHub,42.92,2025-02-10
SKU_1004,MarketLeader,41.97,2025-02-17
SKU_1004,DiscouterPlace,33.66,2025-02-17
SKU_1004,PremiumHub,37.14,2025-02-17
SKU_1004,MarketLeader,41.87,2025-02-24
SKU_1004,DiscouterPlace,36.43,2025-02-24
SKU_1004,PremiumHub,41.52,2025-02-24
SKU_1004,MarketLeader,33.43,2025-03-03
SKU_1004,DiscouterPlace,34.74,2025-03-03
SKU_1004,PremiumHub,32.75,2025-03-03
SKU_1004,MarketLeader,40.5,2025-03-10
SKU_1004,DiscouterPlace,40.03,2025-03-10
SKU_1004,PremiumHub,37.33,2025-03-10
SKU_1004,MarketLeader,39.96,2025-03-17
SKU_1004,DiscouterPlace,42.65,2025-03-17
SKU_1004,PremiumHub,34.22,2025-03-17
SKU_1004,MarketLeader,42.16,2025-03-24
SKU_1004,DiscouterPlace,40.18,2025-03-24
SKU_1004,PremiumHub,37.53,2025-03-24
SKU_1004,MarketLeader,38.6,2025-03-31
SKU_1004,DiscouterPlace,36.72,2025-03-31
SKU_1004,PremiumHub,37.02,2025-03-31
SKU_1004,MarketLeader,35.56,2025-04-07
SKU_1004,DiscouterPlace,38.9,2025-04-07
SKU_1004,PremiumHub,44.14,2025-04-07
SKU_1004,MarketLeader,43.69,2025-04-14
SKU_1004,DiscouterPlace,33.39,2025-04-14
SKU_1004,PremiumHub,36.13,2025-04-14
SKU_1004,MarketLeader,42.15,2025-04-21
SKU_1004,DiscouterPlace,42.94,2025-04-21
SKU_1004,PremiumHub,34.99,2025-04-21
SKU_1004,MarketLeader,42.53,2025-04-28
SKU_1004,DiscouterPlace,34.03,2025-04-28
SKU_1004,PremiumHub,40.84,2025-04-28
SKU_1004,MarketLeader,42.21,2025-05-05
SKU_1004,DiscouterPlace,40.64,2025-05-05
SKU_1004,PremiumHub,39.06,2025-05-05
SKU_1004,MarketLeader,33.7,2025-05-12
SKU_1004,DiscouterPlace,35.02,2025-05-12
SKU_1004,PremiumHub,38.99,2025-05-12
SKU_1004,MarketLeader,36.99,2025-05-19
SKU_1004,DiscouterPlace,41.46,2025-05-19
SKU_1004,PremiumHub,36.6,2025-05-19
SKU_1004,MarketLeader,36.88,2025-05-26
SKU_1004,DiscouterPlace,41.85,2025-05-26
SKU_1004,PremiumHub,43.55,2025-05-26
SKU_1004,MarketLeader,38.82,2025-06-02
SKU_1004,DiscouterPlace,37.26,2025-06-02
SKU_1004,PremiumHub,39.77,2025-06-02
SKU_1004,MarketLeader,43.5,2025-06-09
SKU_1004,DiscouterPlace,38.64,2025-06-09
SKU_1004,PremiumHub,38.43,2025-06-09
SKU_1004,MarketLeader,38.67,2025-06-16
SKU_1004,DiscouterPlace,41.32,2025-06-16
SKU_1004,PremiumHub,42.34,2025-06-16
SKU_1004,MarketLeader,36.48,2025-06-23
SKU_1004,DiscouterPlace,38.31,2025-06-23
SKU_1004,PremiumHub,32.98,2025-06-23
SKU_1004,MarketLeader,38.17,2025-06-30
